customer_key,customerName,customerType,nationality
CUST03950,Chị Hà Bùi,VIP,Vietnam
CUST03951,Thành Mai,Travel Agency,Vietnam
CUST03952,Mary Wolfe,VIP,Australia
CUST03953,Vân Dương,VIP,Vietnam
CUST03954,Phương Mai Bảo Bùi,Individual,Vietnam
CUST03955,Quý cô Phương Nguyễn,Corporate,Vietnam
CUST03956,Anh Nam Nguyễn,Travel Agency,Vietnam
CUST03957,Thành Thế Mai,VIP,Vietnam
CUST03958,松本 あすか,Corporate,Japan
CUST03959,Nam Tấn Lê,Corporate,Vietnam
CUST03960,Kim Dương,Individual,Vietnam
CUST03961,Phương Đức Trần,Travel Agency,Vietnam
CUST03962,Bảo Nguyễn,Travel Agency,Vietnam
CUST03963,Kim Nguyễn,Individual,Vietnam
CUST03964,Quý ông Châu Đặng,Individual,Vietnam
CUST03965,Hương Đặng,Corporate,Vietnam
CUST03966,Lucas du Ruiz,Corporate,France
CUST03967,Charles Marchal,Individual,France
CUST03968,Lâm Thị Dương,Corporate,Vietnam
CUST03969,Dương Nguyễn,Travel Agency,Vietnam
CUST03970,Zacharie de la Pottier,Travel Agency,France
CUST03971,坂本 篤司,Individual,Japan
CUST03972,Mr Jack Woods,VIP,UK
CUST03973,Bà Hương Trần,VIP,Vietnam
CUST03974,David Fuller,Travel Agency,USA
CUST03975,An Dương,Travel Agency,Vietnam
CUST03976,Bà Hạnh Dương,Travel Agency,Vietnam
CUST03977,Chị An Nguyễn,Individual,Vietnam
CUST03978,Châu Mai,Travel Agency,Vietnam
CUST03979,Lâm Hoàng,Individual,Vietnam
CUST03980,Thành Thị Dương,Corporate,Vietnam
CUST03981,加藤 裕美子,Corporate,Japan
CUST03982,Patricia Green,Travel Agency,USA
CUST03983,林晶,Corporate,China
CUST03984,Hồng Trần,Individual,Vietnam
CUST03985,Quang Dương,Individual,Vietnam
CUST03986,Chase Young,VIP,Australia
CUST03987,Bà Hồng Nguyễn,VIP,Vietnam
CUST03988,Christopher Williams,VIP,UK
CUST03989,Nhật Mai,Individual,Vietnam
CUST03990,Hải Trần,Individual,Vietnam
CUST03991,Hoàng Hoàng Dương,Individual,Vietnam
CUST03992,An Đặng,Individual,Vietnam
CUST03993,김민준,Corporate,Korea
CUST03994,Khoa Vũ,Corporate,Vietnam
CUST03995,Michelle Mcmillan,Individual,USA
CUST03996,Châu Lê,Individual,Vietnam
CUST03997,Célina Nguyen de Potier,Corporate,France
CUST03998,尹欣,Travel Agency,China
CUST03999,Bà Ánh Trần,Corporate,Vietnam
CUST04000,Chi Vũ,Individual,Vietnam
CUST04001,张成,VIP,China
CUST04002,David Stephenson,Corporate,USA
CUST04003,Sandra Barnes,VIP,USA
CUST04004,Phương Thị Đặng,Corporate,Vietnam
CUST04005,Chị Ánh Mai,VIP,Vietnam
CUST04006,Anh Khoa Trần,VIP,Vietnam
CUST04007,Hoàng Dương,Individual,Vietnam
CUST04008,Vân Đặng,Travel Agency,Vietnam
CUST04009,Hưng Vũ,VIP,Vietnam
CUST04010,Bà Linh Vũ,Travel Agency,Vietnam
CUST04011,Khoa Đức Nguyễn,VIP,Vietnam
CUST04012,Xuân Đặng,Travel Agency,Vietnam
CUST04013,Hà Lê,Corporate,Vietnam
CUST04014,Hà Đặng,Corporate,Vietnam
CUST04015,Thành Tấn Bùi,VIP,Vietnam
CUST04016,田中 あすか,VIP,Japan
CUST04017,Melissa Benitez,Travel Agency,USA
CUST04018,Nhật Phạm,Individual,Vietnam
CUST04019,Cô Hà Mai,VIP,Vietnam
CUST04020,Nhật Phú Vũ,Corporate,Vietnam
CUST04021,Quý cô Ngọc Dương,Individual,Vietnam
CUST04022,Vi Mai,VIP,Vietnam
CUST04023,Linh Vũ,Corporate,Vietnam
CUST04024,沈慧,Individual,China
CUST04025,Mai Dương,Individual,Vietnam
CUST04026,Bà Mai Nguyễn,VIP,Vietnam
CUST04027,Miss Kate Coleman,Corporate,UK
CUST04028,Lan Phạm,VIP,Vietnam
CUST04029,Phương Thị Hoàng,Corporate,Vietnam
CUST04030,Bà Mai Đặng,Individual,Vietnam
CUST04031,Hạnh Lê,VIP,Vietnam
CUST04032,An Thế Vũ,VIP,Vietnam
CUST04033,An Xuân Phạm,VIP,Vietnam
CUST04034,Chị Chi Hoàng,VIP,Vietnam
CUST04035,Thành Hoàng Lê,Corporate,Vietnam
CUST04036,Bác Huy Đặng,Corporate,Vietnam
CUST04037,Lâm Đặng,Travel Agency,Vietnam
CUST04038,李红霞,Individual,China
CUST04039,Linh Dương,Travel Agency,Vietnam
CUST04040,中島 知実,Corporate,Japan
CUST04041,Bảo Thị Lê,Corporate,Vietnam
CUST04042,Juan Jones,VIP,Australia
CUST04043,Bác Hoàng Trần,Corporate,Vietnam
CUST04044,Cô Hà Trần,Corporate,Vietnam
CUST04045,Nhật Văn Dương,Travel Agency,Vietnam
CUST04046,Bà Linh Mai,Travel Agency,Vietnam
CUST04047,Kim Bảo Phạm,Corporate,Vietnam
CUST04048,Bà Khoa Đặng,Individual,Vietnam
CUST04049,Anaïs de Peron,VIP,France
CUST04050,Christy Morris,VIP,Australia
CUST04051,Mai Hoàng,Travel Agency,Vietnam
CUST04052,Quý cô Bảo Đặng,Travel Agency,Vietnam
CUST04053,Dương Trần,VIP,Vietnam
CUST04054,Nam Đức Đặng,Travel Agency,Vietnam
CUST04055,Bà Nhật Mai,Travel Agency,Vietnam
CUST04056,Hoàng Trần,Travel Agency,Vietnam
CUST04057,Quý ông Anh Vũ,Corporate,Vietnam
CUST04058,Shane Neal,Corporate,Australia
CUST04059,Ánh Nguyễn,Travel Agency,Vietnam
CUST04060,Thảo Vũ,Corporate,Vietnam
CUST04061,Bà Ngọc Phạm,Corporate,Vietnam
CUST04062,Cô Thành Lê,Corporate,Vietnam
CUST04063,Hạnh Đặng,Individual,Vietnam
CUST04064,Nhiên Vũ,Travel Agency,Vietnam
CUST04065,Paola Wohlgemut-Hölzenbecher,Corporate,Germany
CUST04066,Astrid Lombard,Individual,France
CUST04067,Quý cô Dương Phạm,VIP,Vietnam
CUST04068,Cô Khoa Hoàng,Corporate,Vietnam
CUST04069,Hương Nguyễn,VIP,Vietnam
CUST04070,Quang Thế Dương,VIP,Vietnam
CUST04071,吴秀荣,Travel Agency,China
CUST04072,Tùng Xuân Vũ,VIP,Vietnam
CUST04073,Cô Khoa Hoàng,VIP,Vietnam
CUST04074,Quý cô Thành Nguyễn,Individual,Vietnam
CUST04075,Bà Vi Lê,Individual,Vietnam
CUST04076,Bảo Văn Mai,VIP,Vietnam
CUST04077,Quý cô Bảo Hoàng,Corporate,Vietnam
CUST04078,Quý ông Minh Nguyễn,Corporate,Vietnam
CUST04079,이민재,VIP,Korea
CUST04080,Khoa Vũ,Individual,Vietnam
CUST04081,Quý cô Hạnh Phạm,Travel Agency,Vietnam
CUST04082,孙慧,VIP,China
CUST04083,Ông Trung Nguyễn,VIP,Vietnam
CUST04084,Hưng Hoàng,Travel Agency,Vietnam
CUST04085,Cô Thành Dương,Travel Agency,Vietnam
CUST04086,Stacey Dobson,VIP,UK
CUST04087,Nam Đặng,VIP,Vietnam
CUST04088,Chị Lan Hoàng,Corporate,Vietnam
CUST04089,Bảo Bùi,Individual,Vietnam
CUST04090,Hạnh Lê,Individual,Vietnam
CUST04091,Bà Kim Lê,VIP,Vietnam
CUST04092,Vũ Trần,Travel Agency,Vietnam
CUST04093,Scott Wyatt,Corporate,USA
CUST04094,Nhật Tấn Lê,VIP,Vietnam
CUST04095,Thành Mai,Individual,Vietnam
CUST04096,박서현,Corporate,Korea
CUST04097,Nhật Mai Bảo Đặng,Corporate,Vietnam
CUST04098,Ông Trung Mai,VIP,Vietnam
CUST04099,Lâm Nguyễn,Individual,Vietnam
CUST04100,Quang Trí Nguyễn,Individual,Vietnam
CUST04101,Cô Dương Dương,Corporate,Vietnam
CUST04102,Kim Đức Vũ,VIP,Vietnam
CUST04103,Cô Bảo Vũ,Individual,Vietnam
CUST04104,Océane-Audrey Collet,Corporate,France
CUST04105,Thành Phạm,VIP,Vietnam
CUST04106,Bác Vũ Vũ,Travel Agency,Vietnam
CUST04107,Dương Lê,Travel Agency,Vietnam
CUST04108,唐燕,Travel Agency,China
CUST04109,Quang Bùi,Corporate,Vietnam
CUST04110,Chị Hải Lê,Corporate,Vietnam
CUST04111,Bà Nhật Lê,Corporate,Vietnam
CUST04112,Trung Bảo Hoàng,Corporate,Vietnam
CUST04113,Trọng Đặng,VIP,Vietnam
CUST04114,Vũ Văn Mai,Travel Agency,Vietnam
CUST04115,Bảo Phú Đặng,VIP,Vietnam
CUST04116,Quý cô Nhật Lê,VIP,Vietnam
CUST04117,Linh Nguyễn,Travel Agency,Vietnam
CUST04118,Ông Bảo Hoàng,VIP,Vietnam
CUST04119,Nhật Trần,Individual,Vietnam
CUST04120,Quý ông Dũng Lê,Corporate,Vietnam
CUST04121,Tùng Lê,Individual,Vietnam
CUST04122,Bà Xuân Phạm,Travel Agency,Vietnam
CUST04123,Guy Dijoux-Poirier,VIP,France
CUST04124,Chị Lâm Bùi,Corporate,Vietnam
CUST04125,Dr. Heimo Kade MBA.,Individual,Germany
CUST04126,孔成,Travel Agency,China
CUST04127,Hà Phạm,VIP,Vietnam
CUST04128,Hoàng Vũ,Corporate,Vietnam
CUST04129,Roland Normand,VIP,France
CUST04130,Anh Đức Phạm,Individual,Vietnam
CUST04131,Vũ Nguyễn,Corporate,Vietnam
CUST04132,Kenneth Shaw DDS,Individual,USA
CUST04133,Lâm Tấn Dương,Individual,Vietnam
CUST04134,Kim Lê,Individual,Vietnam
CUST04135,Ông Phúc Hoàng,Travel Agency,Vietnam
CUST04136,Thành Vũ,Individual,Vietnam
CUST04137,Phúc Trần,VIP,Vietnam
CUST04138,Bảo Văn Nguyễn,Travel Agency,Vietnam
CUST04139,Minh Dương,Individual,Vietnam
CUST04140,Engelbert Buchholz,Travel Agency,Germany
CUST04141,Chị Lâm Phạm,VIP,Vietnam
CUST04142,Quý cô Bảo Đặng,Individual,Vietnam
CUST04143,Nhật Đức Bùi,Travel Agency,Vietnam
CUST04144,松本 裕樹,Corporate,Japan
CUST04145,Bà Dương Mai,Corporate,Vietnam
CUST04146,Ông Hoàng Hoàng,Corporate,Vietnam
CUST04147,Richard Morton,VIP,USA
CUST04148,Hạnh Thị Dương,VIP,Vietnam
CUST04149,Nhật Mai Bảo Nguyễn,Individual,Vietnam
CUST04150,Haley Ayers,Corporate,Australia
CUST04151,Nhật Hoàng,Travel Agency,Vietnam
CUST04152,小川 裕太,VIP,Japan
CUST04153,Nhật Thế Dương,Individual,Vietnam
CUST04154,Quý cô Hải Lê,VIP,Vietnam
CUST04155,李浩,VIP,China
CUST04156,Bà Hạnh Dương,Individual,Vietnam
CUST04157,Hà Xuân Trần,Corporate,Vietnam
CUST04158,Bà Khoa Hoàng,Travel Agency,Vietnam
CUST04159,Anh Trí Đặng,Travel Agency,Vietnam
CUST04160,Thành Xuân Lê,Corporate,Vietnam
CUST04161,Kelsey Fisher,Individual,Australia
CUST04162,Hương Phạm,Travel Agency,Vietnam
CUST04163,Ông Nhiên Đặng,VIP,Vietnam
CUST04164,Khoa Đức Trần,Individual,Vietnam
CUST04165,Tú Vũ,Travel Agency,Vietnam
CUST04166,Nhật Đặng,Individual,Vietnam
CUST04167,Anh Vũ,Travel Agency,Vietnam
CUST04168,An Nguyễn,Individual,Vietnam
CUST04169,Ngọc Bùi,VIP,Vietnam
CUST04170,Cô Khoa Phạm,Individual,Vietnam
CUST04171,김민서,Travel Agency,Korea
CUST04172,Khoa Đức Mai,VIP,Vietnam
CUST04173,Cô An Nguyễn,Travel Agency,Vietnam
CUST04174,鈴木 聡太郎,Individual,Japan
CUST04175,Clive Stephens-Marshall,VIP,UK
CUST04176,Bảo Dương,VIP,Vietnam
CUST04177,Bảo Bùi,VIP,Vietnam
CUST04178,Dr Mohammed Burgess,Individual,UK
CUST04179,Cô Hạnh Lê,Corporate,Vietnam
CUST04180,Linda Glass,Travel Agency,USA
CUST04181,Hà Đức Dương,Travel Agency,Vietnam
CUST04182,Anh Trọng Hoàng,Corporate,Vietnam
CUST04183,Chi Hoàng,Corporate,Vietnam
CUST04184,Quý ông Hưng Mai,Travel Agency,Vietnam
CUST04185,Cô An Dương,Travel Agency,Vietnam
CUST04186,Kimberly Bell MD,VIP,Australia
CUST04187,Lan Dương,Corporate,Vietnam
CUST04188,Duyên Nguyễn,Individual,Vietnam
CUST04189,Quý cô Hải Phạm,Individual,Vietnam
CUST04190,Nhật Hoàng Bùi,VIP,Vietnam
CUST04191,Miss Olivia Griffiths,Corporate,UK
CUST04192,Nhiên Bùi,VIP,Vietnam
CUST04193,Donald Skinner-Doyle,Individual,UK
CUST04194,Édouard Boulanger-Perret,Travel Agency,France
CUST04195,Quý ông Anh Phạm,VIP,Vietnam
CUST04196,Trọng Mai Bảo Lê,Travel Agency,Vietnam
CUST04197,Ông Hoàng Bùi,Individual,Vietnam
CUST04198,Anh Châu Phạm,Corporate,Vietnam
CUST04199,Bác Nhiên Hoàng,Travel Agency,Vietnam
CUST04200,Nhật Hoàng,VIP,Vietnam
CUST04201,Nhật Đặng,Individual,Vietnam
CUST04202,Anh Bảo Trần,Travel Agency,Vietnam
CUST04203,Chị Hương Phạm,Travel Agency,Vietnam
CUST04204,Bradley Weiss,VIP,USA
CUST04205,Nhiên Thị Đặng,Individual,Vietnam
CUST04206,Hugues Leblanc,Travel Agency,France
CUST04207,Ánh Bùi,Travel Agency,Vietnam
CUST04208,Jakob Binner,Travel Agency,Germany
CUST04209,Hà Trần,Individual,Vietnam
CUST04210,Ông Hoàng Trần,Corporate,Vietnam
CUST04211,Bà Ánh Đặng,VIP,Vietnam
CUST04212,Dipl.-Ing. Arnold Lange,Corporate,Germany
CUST04213,Anh Phúc Vũ,VIP,Vietnam
CUST04214,Quý cô Xuân Mai,Individual,Vietnam
CUST04215,Allan Gibson-Kaur,Travel Agency,UK
CUST04216,Thành Hải Lê,VIP,Vietnam
CUST04217,Quý ông Châu Trần,Corporate,Vietnam
CUST04218,Anh Vũ,Travel Agency,Vietnam
CUST04219,Thành Hải Trần,VIP,Vietnam
CUST04220,Quý ông Trung Hoàng,Corporate,Vietnam
CUST04221,Louise Myers,Travel Agency,UK
CUST04222,Walter Becker,VIP,Australia
CUST04223,Adam Benton,VIP,Australia
CUST04224,Anthony Cummings,Corporate,USA
CUST04225,Belinda Fleming,Individual,USA
CUST04226,Bà Linh Vũ,Individual,Vietnam
CUST04227,Quý cô Thành Hoàng,VIP,Vietnam
CUST04228,姚莉,Corporate,China
CUST04229,Minh Phú Dương,Travel Agency,Vietnam
CUST04230,Khoa Đặng,Travel Agency,Vietnam
CUST04231,Chị Nhật Nguyễn,VIP,Vietnam
CUST04232,Dipl.-Ing. Tatiana Stiffel,Individual,Germany
CUST04233,Quang Quang Phạm,Individual,Vietnam
CUST04234,Marine Albert,Corporate,France
CUST04235,Hạnh Mai Nguyễn,Travel Agency,Vietnam
CUST04236,Nhật Nguyễn,Corporate,Vietnam
CUST04237,Cô Phương Dương,VIP,Vietnam
CUST04238,Janin Krause,Corporate,Germany
CUST04239,송시우,Corporate,Korea
CUST04240,Chị Thảo Phạm,Individual,Vietnam
CUST04241,Thành Trần,Corporate,Vietnam
CUST04242,Nam Vũ,Travel Agency,Vietnam
CUST04243,Bà Xuân Hoàng,Corporate,Vietnam
CUST04244,Hạnh Trần,VIP,Vietnam
CUST04245,Cô Chi Trần,VIP,Vietnam
CUST04246,Cô Yến Trần,Corporate,Vietnam
CUST04247,Mohammad Mülichen,Individual,Germany
CUST04248,Huy Nguyễn,Travel Agency,Vietnam
CUST04249,Hải Trí Nguyễn,Corporate,Vietnam
CUST04250,田中 くみ子,VIP,Japan
CUST04251,Ông Bảo Dương,VIP,Vietnam
CUST04252,Quý cô Lâm Dương,VIP,Vietnam
CUST04253,Phương Mai,Travel Agency,Vietnam
CUST04254,Chi Phạm,Individual,Vietnam
CUST04255,Thành Xuân Đặng,VIP,Vietnam
CUST04256,加藤 学,VIP,Japan
CUST04257,Bảo Mai Bảo Nguyễn,Corporate,Vietnam
CUST04258,Maryse de la Vaillant,VIP,France
CUST04259,中村 翼,VIP,Japan
CUST04260,Duyên Hoàng,VIP,Vietnam
CUST04261,Mr. Jonathan Fowler,Corporate,USA
CUST04262,Hồng Trần,Corporate,Vietnam
CUST04263,Anh Tùng Trần,Individual,Vietnam
CUST04264,김경희,VIP,Korea
CUST04265,Ông Dũng Trần,VIP,Vietnam
CUST04266,Ngọc Phạm,Corporate,Vietnam
CUST04267,장종수,Travel Agency,Korea
CUST04268,商辉,Corporate,China
CUST04269,Phương Thị Đặng,Travel Agency,Vietnam
CUST04270,Hoàng Hoàng,Travel Agency,Vietnam
CUST04271,Khoa Phạm,Corporate,Vietnam
CUST04272,Vũ Quang Hoàng,Travel Agency,Vietnam
CUST04273,Bác Thành Bùi,Travel Agency,Vietnam
CUST04274,Hà Hải Bùi,Travel Agency,Vietnam
CUST04275,Hạnh Văn Trần,Individual,Vietnam
CUST04276,Cô Hương Lê,Corporate,Vietnam
CUST04277,Bà Hà Trần,Travel Agency,Vietnam
CUST04278,Dũng Mai Bảo Đặng,Corporate,Vietnam
CUST04279,An Trần,Corporate,Vietnam
CUST04280,Quý ông Hưng Đặng,VIP,Vietnam
CUST04281,Vi Vũ,Corporate,Vietnam
CUST04282,林 陽子,Corporate,Japan
CUST04283,Phúc Lê,VIP,Vietnam
CUST04284,Chi Vũ,Individual,Vietnam
CUST04285,Chị Hương Nguyễn,VIP,Vietnam
CUST04286,Kim Hữu Dương,Individual,Vietnam
CUST04287,Châu Phạm,VIP,Vietnam
CUST04288,Hayden Price,VIP,USA
CUST04289,Cô Nhật Lê,Corporate,Vietnam
CUST04290,Khoa Mai,Individual,Vietnam
CUST04291,Kim Phạm,Individual,Vietnam
CUST04292,Bảo Phạm,Travel Agency,Vietnam
CUST04293,Hải Hoàng Mai,Individual,Vietnam
CUST04294,Hoàng Bảo Dương,Travel Agency,Vietnam
CUST04295,Phillip Smith,Individual,Australia
CUST04296,Ông Phúc Đặng,Corporate,Vietnam
CUST04297,Thành Dương,Corporate,Vietnam
CUST04298,Nhật Bùi,Travel Agency,Vietnam
CUST04299,Khoa Phú Lê,VIP,Vietnam
CUST04300,Valentine Payet,VIP,France
CUST04301,Anh Thế Mai,VIP,Vietnam
CUST04302,Bảo Trần,Individual,Vietnam
CUST04303,Barbara Mason,Corporate,UK
CUST04304,Dũng Mai Bảo Phạm,VIP,Vietnam
CUST04305,Bà Duyên Hoàng,Individual,Vietnam
CUST04306,Thành Lê,VIP,Vietnam
CUST04307,Bác Minh Nguyễn,Travel Agency,Vietnam
CUST04308,Florian Carsten,VIP,Germany
CUST04309,Dipl.-Ing. Adelheid Mangold MBA.,VIP,Germany
CUST04310,Quý cô Thảo Hoàng,Corporate,Vietnam
CUST04311,Quý cô Nhật Trần,Travel Agency,Vietnam
CUST04312,程琴,Corporate,China
CUST04313,Chị Hương Phạm,Travel Agency,Vietnam
CUST04314,Nikolas auch Schlauchin-Schwital,Travel Agency,Germany
CUST04315,Quang Quang Mai,Travel Agency,Vietnam
CUST04316,Lâm Hải Mai,Travel Agency,Vietnam
CUST04317,Chị Hạnh Bùi,Individual,Vietnam
CUST04318,Quý ông Tú Phạm,Corporate,Vietnam
CUST04319,Xuân Trần,Individual,Vietnam
CUST04320,An Hải Hoàng,Corporate,Vietnam
CUST04321,Quý ông Nam Đặng,Individual,Vietnam
CUST04322,Quý cô Duyên Bùi,Individual,Vietnam
CUST04323,Chị Lâm Nguyễn,Individual,Vietnam
CUST04324,Tú Hoàng,VIP,Vietnam
CUST04325,김지후,VIP,Korea
CUST04326,Bà Ánh Phạm,Individual,Vietnam
CUST04327,Huy Hoàng Bùi,VIP,Vietnam
CUST04328,Volkmar Fechner B.Eng.,Travel Agency,Germany
CUST04329,Quý ông Tùng Mai,Individual,Vietnam
CUST04330,Khoa Trần,VIP,Vietnam
CUST04331,Quang Mai Bảo Lê,VIP,Vietnam
CUST04332,Lâm Phú Dương,Travel Agency,Vietnam
CUST04333,Tú Trí Phạm,Corporate,Vietnam
CUST04334,Hà Hoàng,Individual,Vietnam
CUST04335,Anh Trọng Hoàng,Corporate,Vietnam
CUST04336,阿部 拓真,Corporate,Japan
CUST04337,Bà Chi Vũ,Travel Agency,Vietnam
CUST04338,Quý cô Hồng Trần,Individual,Vietnam
CUST04339,Châu Hoàng Trần,Corporate,Vietnam
CUST04340,Thành Thị Phạm,Corporate,Vietnam
CUST04341,Huy Phạm,VIP,Vietnam
CUST04342,Nhật Hoàng Dương,Travel Agency,Vietnam
CUST04343,Quang Nguyễn,VIP,Vietnam
CUST04344,Lynn Young,Corporate,UK
CUST04345,Phúc Vũ,VIP,Vietnam
CUST04346,Huy Bảo Bùi,Travel Agency,Vietnam
CUST04347,Nhiên Đức Đặng,Travel Agency,Vietnam
CUST04348,佐藤 直人,VIP,Japan
CUST04349,Lâm Dương,VIP,Vietnam
CUST04350,Ông Huy Trần,VIP,Vietnam
CUST04351,Chị Khoa Trần,Travel Agency,Vietnam
CUST04352,Julien Chauvin de la Bonneau,VIP,France
CUST04353,Bác Khoa Trần,Corporate,Vietnam
CUST04354,Bà Hạnh Mai,Individual,Vietnam
CUST04355,Anh Hoàng Hoàng,VIP,Vietnam
CUST04356,Vân Dương,VIP,Vietnam
CUST04357,福田 真綾,Individual,Japan
CUST04358,Vi Nguyễn,Individual,Vietnam
CUST04359,Nath Dupré,VIP,France
CUST04360,Ông Thành Lê,Corporate,Vietnam
CUST04361,Trevor Collins,Individual,Australia
CUST04362,Tùng Nguyễn,Individual,Vietnam
CUST04363,Nhiên Đức Trần,Corporate,Vietnam
CUST04364,张斌,Travel Agency,China
CUST04365,An Xuân Bùi,Corporate,Vietnam
CUST04366,Chị Vân Nguyễn,Corporate,Vietnam
CUST04367,Latasha Diaz,Corporate,Australia
CUST04368,Minh Phú Dương,Individual,Vietnam
CUST04369,中川 桃子,Individual,Japan
CUST04370,Dương Bùi,Individual,Vietnam
CUST04371,Hà Mai Hoàng,Corporate,Vietnam
CUST04372,Cô Lan Vũ,VIP,Vietnam
CUST04373,Chị Khoa Trần,Corporate,Vietnam
CUST04374,Bà Thành Trần,Travel Agency,Vietnam
CUST04375,Ông Trọng Trần,Travel Agency,Vietnam
CUST04376,Khoa Hải Phạm,VIP,Vietnam
CUST04377,Chị Thành Mai,Corporate,Vietnam
CUST04378,Quý ông Trung Dương,Individual,Vietnam
CUST04379,James Thornton,VIP,Australia
CUST04380,Quý ông Tú Bùi,Travel Agency,Vietnam
CUST04381,Khoa Mai Phạm,Travel Agency,Vietnam
CUST04382,Quý cô Dương Đặng,Travel Agency,Vietnam
CUST04383,Dipl.-Ing. Kristina Bohlander B.Eng.,Travel Agency,Germany
CUST04384,홍민수,Travel Agency,Korea
CUST04385,Trung Trần,VIP,Vietnam
CUST04386,Cô Hạnh Bùi,Corporate,Vietnam
CUST04387,Cô Linh Dương,VIP,Vietnam
CUST04388,Hương Vũ,Corporate,Vietnam
CUST04389,Kim Tấn Lê,Travel Agency,Vietnam
CUST04390,Linh Nguyễn,VIP,Vietnam
CUST04391,Chị Vi Mai,Travel Agency,Vietnam
CUST04392,罗桂芳,VIP,China
CUST04393,Cô Hà Phạm,Travel Agency,Vietnam
CUST04394,Trọng Hải Bùi,Individual,Vietnam
CUST04395,Châu Hữu Trần,Individual,Vietnam
CUST04396,Jennifer Martinez,Individual,Australia
CUST04397,夏娜,Individual,China
CUST04398,Bác Khoa Trần,Individual,Vietnam
CUST04399,Kevin Pope,VIP,Australia
CUST04400,山田 太郎,VIP,Japan
CUST04401,鈴木 春香,Corporate,Japan
CUST04402,福田 英樹,Individual,Japan
CUST04403,Bác Huy Vũ,Travel Agency,Vietnam
CUST04404,Lan Đặng,Individual,Vietnam
CUST04405,Quý cô Bảo Mai,VIP,Vietnam
CUST04406,Tùng Phạm,VIP,Vietnam
CUST04407,Cô Dương Phạm,Corporate,Vietnam
CUST04408,Nhật Mai Hoàng,Travel Agency,Vietnam
CUST04409,Colin Day,Travel Agency,USA
CUST04410,Trọng Mai Bảo Mai,Individual,Vietnam
CUST04411,Ing. Ferdi Kusch B.A.,Individual,Germany
CUST04412,Richard Marquez,Travel Agency,Australia
CUST04413,Hạnh Văn Hoàng,Travel Agency,Vietnam
CUST04414,Gunnar Köhler MBA.,Travel Agency,Germany
CUST04415,王艳,Corporate,China
CUST04416,Stephanie Velasquez,Travel Agency,Australia
CUST04417,Trọng Trần,VIP,Vietnam
CUST04418,Daniel Gross,VIP,Australia
CUST04419,Quý cô Ánh Trần,Individual,Vietnam
CUST04420,Kim Tấn Nguyễn,Travel Agency,Vietnam
CUST04421,Minh Đặng,Travel Agency,Vietnam
CUST04422,Bác Minh Hoàng,Travel Agency,Vietnam
CUST04423,Hạnh Nguyễn,Individual,Vietnam
CUST04424,Chi Hoàng,VIP,Vietnam
CUST04425,Khoa Đức Nguyễn,Individual,Vietnam
CUST04426,Lâm Đức Dương,VIP,Vietnam
CUST04427,Ryan Wright,Corporate,Australia
CUST04428,Bà Hải Lê,VIP,Vietnam
CUST04429,Nicole Herbert,Individual,UK
CUST04430,Tú Thị Đặng,VIP,Vietnam
CUST04431,Esther Geißler,Individual,Germany
CUST04432,Minh Phú Hoàng,VIP,Vietnam
CUST04433,Ông Nam Bùi,Corporate,Vietnam
CUST04434,An Hoàng,Corporate,Vietnam
CUST04435,Nhiên Hữu Đặng,Travel Agency,Vietnam
CUST04436,Bác Phúc Mai,VIP,Vietnam
CUST04437,余雪,Individual,China
CUST04438,Kenneth Harris,Individual,USA
CUST04439,Dũng Đức Mai,Corporate,Vietnam
CUST04440,Bà Kim Bùi,Individual,Vietnam
CUST04441,Hạnh Bùi,Travel Agency,Vietnam
CUST04442,吉田 健一,Corporate,Japan
CUST04443,심지훈,Individual,Korea
CUST04444,Kim Bùi,Corporate,Vietnam
CUST04445,Quý ông Hưng Đặng,VIP,Vietnam
CUST04446,Anh Khoa Trần,Travel Agency,Vietnam
CUST04447,Thành Thế Mai,Travel Agency,Vietnam
CUST04448,Daniel Proctor,Individual,Australia
CUST04449,袁桂芳,Individual,China
CUST04450,Todd Wright,Corporate,Australia
CUST04451,李兰英,Individual,China
CUST04452,Quý ông Bảo Phạm,Corporate,Vietnam
CUST04453,Quang Phạm,VIP,Vietnam
CUST04454,Vũ Bùi,Travel Agency,Vietnam
CUST04455,Leopold Eckbauer,Individual,Germany
CUST04456,Phúc Phú Vũ,Travel Agency,Vietnam
CUST04457,박영미,Corporate,Korea
CUST04458,Hồng Mai,Travel Agency,Vietnam
CUST04459,Tùng Vũ,Corporate,Vietnam
CUST04460,Vân Lê,Travel Agency,Vietnam
CUST04461,Chị Vân Lê,Individual,Vietnam
CUST04462,An Lê,Travel Agency,Vietnam
CUST04463,Lâm Hoàng Vũ,Corporate,Vietnam
CUST04464,Lan Lê,Travel Agency,Vietnam
CUST04465,Quý cô Xuân Phạm,Travel Agency,Vietnam
CUST04466,Catherine Laporte de la Gilbert,Travel Agency,France
CUST04467,Nhật Hải Bùi,Corporate,Vietnam
CUST04468,Stéphane Lelièvre,VIP,France
CUST04469,Quý cô Hải Hoàng,Corporate,Vietnam
CUST04470,Simone Monnier,Individual,France
CUST04471,Linh Trần,Travel Agency,Vietnam
CUST04472,Lan Bùi,Travel Agency,Vietnam
CUST04473,Quang Trí Đặng,Travel Agency,Vietnam
CUST04474,Univ.Prof. Sina Henck,Corporate,Germany
CUST04475,Nhật Hoàng,Travel Agency,Vietnam
CUST04476,Bà Yến Mai,Corporate,Vietnam
CUST04477,Nhật Bùi,Travel Agency,Vietnam
